,Id,GeographicAreaName,TotalPopulation,SexRatio(males per 100 females),Population_Under5Years,Population_5to9Years,Population_10to14Years,Population_15to19Years,Population_20to24Years,Population_25to34Years,Population_35to44Years,Population_45to54Years,Population_55to59Years,Population_60to64Years,Population_65to74Years,Population_75to84Years,Population_85YearsAndOver,MedianAgeInYears
233,8600000US35672,ZCTA5 35672,5714,93.4,322,564,437,331,446,762,513,564,333,462,719,212,49,34.9
234,8600000US35673,ZCTA5 35673,7460,117.2,546,393,506,375,310,937,983,1432,582,413,666,271,46,41.6
235,8600000US35674,ZCTA5 35674,19144,97.9,1069,1275,1159,1223,1054,2542,2526,2455,1127,1342,2048,975,349,38.6
236,8600000US35677,ZCTA5 35677,1593,79.4,104,59,159,99,83,209,174,223,64,109,198,100,12,37.9
237,8600000US35739,ZCTA5 35739,5076,115.1,376,329,423,295,123,776,684,628,300,531,468,92,51,38.2
238,8600000US35740,ZCTA5 35740,3056,91.1,114,162,153,277,83,332,482,268,276,271,418,187,33,43.6
239,8600000US35741,ZCTA5 35741,2801,93.8,0,142,90,178,148,230,488,548,291,69,350,202,65,47.6
240,8600000US35744,ZCTA5 35744,1956,71.0,134,77,127,160,181,161,163,190,79,117,243,285,39,43.2
241,8600000US35745,ZCTA5 35745,164,182.8,0,0,5,22,6,23,12,10,21,33,21,5,6,55.4
242,8600000US35746,ZCTA5 35746,461,130.5,61,0,0,0,23,0,92,70,0,82,64,69,0,54.2
243,8600000US35747,ZCTA5 35747,5302,102.7,297,269,200,251,366,522,491,848,520,491,596,426,25,47.4
244,8600000US35748,ZCTA5 35748,7300,88.7,348,393,458,562,340,896,762,1018,811,659,758,226,69,44.2
245,8600000US35749,ZCTA5 35749,22804,96.7,1655,1333,1751,1934,841,2771,3186,3984,1492,945,1735,751,426,38.0
246,8600000US35750,ZCTA5 35750,13391,98.0,833,653,915,960,680,1973,1689,2189,979,779,1045,627,69,39.6
247,8600000US35751,ZCTA5 35751,238,161.5,4,0,9,30,26,34,6,29,34,0,44,16,6,49.4
248,8600000US35752,ZCTA5 35752,2682,75.6,119,98,214,190,156,206,414,251,175,235,389,151,84,43.5
249,8600000US35754,ZCTA5 35754,5300,96.9,396,234,164,354,283,700,663,618,328,394,764,344,58,42.5
250,8600000US35755,ZCTA5 35755,450,93.1,11,2,1,2,74,46,15,41,54,45,140,13,6,57.1
251,8600000US35756,ZCTA5 35756,13855,92.9,1082,1162,1422,803,620,1882,2032,2227,691,402,886,514,132,34.8
252,8600000US35757,ZCTA5 35757,16909,88.9,1132,1103,1159,1184,966,2092,2115,2609,1226,1245,1193,684,201,39.0
253,8600000US35758,ZCTA5 35758,46724,100.6,2315,2893,3403,3523,2510,6389,6349,7303,3866,2720,3220,1683,550,38.9
254,8600000US35759,ZCTA5 35759,8113,106.3,278,716,422,705,451,685,1210,1168,702,525,709,310,232,40.4
255,8600000US35760,ZCTA5 35760,4876,92.2,309,389,260,268,249,593,550,772,340,452,453,186,55,41.7
256,8600000US35761,ZCTA5 35761,12547,100.3,857,980,624,730,577,1720,1581,1826,1044,717,1135,650,106,41.1
257,8600000US35763,ZCTA5 35763,19855,98.9,1495,1568,1748,1282,851,1733,2861,2924,1616,1206,1700,603,268,40.4
258,8600000US35764,ZCTA5 35764,540,83.7,17,47,12,37,13,47,54,55,72,37,109,37,3,53.0
259,8600000US35765,ZCTA5 35765,3633,110.4,187,114,198,191,189,336,451,699,192,296,316,337,127,48.0
260,8600000US35766,ZCTA5 35766,155,150.0,4,5,6,0,0,36,19,27,25,19,14,0,0,49.1
261,8600000US35768,ZCTA5 35768,11473,96.3,768,729,611,535,781,1568,1152,1521,966,866,1196,561,219,42.2
262,8600000US35769,ZCTA5 35769,9745,82.8,330,385,845,631,387,1193,1106,1435,732,608,1242,700,151,45.0
263,8600000US35771,ZCTA5 35771,3959,108.5,169,445,293,162,105,557,571,636,293,271,292,112,53,39.3
264,8600000US35772,ZCTA5 35772,4762,105.7,289,430,331,200,290,596,620,676,179,192,566,322,71,38.5
265,8600000US35773,ZCTA5 35773,12323,95.4,527,707,852,828,687,1765,1521,2028,933,704,1160,508,103,39.6
266,8600000US35774,ZCTA5 35774,198,132.9,0,0,0,13,35,23,0,52,6,9,17,31,12,49.8
267,8600000US35775,ZCTA5 35775,1095,85.9,0,141,70,44,1,256,0,334,59,124,66,0,0,48.7
268,8600000US35776,ZCTA5 35776,3785,90.3,181,227,175,329,152,316,468,542,401,377,454,114,49,46.5
269,8600000US35801,ZCTA5 35801,23947,111.3,1397,1233,1179,1024,1461,4110,2915,3024,1670,1480,2413,1389,652,40.3
270,8600000US35802,ZCTA5 35802,21853,90.5,1113,1124,1209,931,1248,3017,2305,2314,1646,1882,2193,2123,748,44.9
271,8600000US35803,ZCTA5 35803,26242,92.3,1289,1471,1788,1533,1132,2883,2640,3755,2441,2018,3134,1555,603,46.3
272,8600000US35805,ZCTA5 35805,20491,88.7,1894,1764,1162,1024,2330,3568,2349,2273,1104,766,1013,779,465,31.3
273,8600000US35806,ZCTA5 35806,23019,103.4,1034,1028,966,1380,2164,4366,2612,3570,2114,1085,1872,722,106,36.7
274,8600000US35808,ZCTA5 35808,1348,131.6,123,95,77,83,292,226,139,149,76,33,34,21,0,25.4
275,8600000US35810,ZCTA5 35810,29274,88.6,1546,1565,2035,2891,2443,3510,3346,3327,1772,1853,2795,1623,568,37.2
276,8600000US35811,ZCTA5 35811,27245,91.7,1681,1532,1634,1567,1492,3157,3852,3640,2104,2073,2774,1187,552,40.8
277,8600000US35816,ZCTA5 35816,13971,89.5,921,662,651,1002,2519,2848,1299,959,1012,426,870,626,176,28.0
278,8600000US35824,ZCTA5 35824,8298,85.3,299,534,377,610,972,1699,823,1417,477,425,355,237,73,33.6
279,8600000US35896,ZCTA5 35896,698,34.0,0,0,0,369,329,0,0,0,0,0,0,0,0,19.9
280,8600000US35901,ZCTA5 35901,19811,95.5,1379,1109,1093,1192,1134,2252,2748,2069,1478,1424,2472,975,486,40.7
281,8600000US35903,ZCTA5 35903,17699,90.0,981,889,973,1094,1569,2450,2343,2405,1227,959,1430,1184,195,39.0
282,8600000US35904,ZCTA5 35904,13704,102.8,878,804,685,798,805,1473,1703,2076,776,1009,1371,1103,223,43.2
283,8600000US35905,ZCTA5 35905,6219,86.9,356,234,457,360,270,536,737,962,348,668,906,284,101,46.0
284,8600000US35906,ZCTA5 35906,9811,81.7,543,664,720,571,439,1431,1103,1472,713,527,836,661,131,38.5
285,8600000US35907,ZCTA5 35907,8589,93.3,523,425,474,448,526,1254,954,1296,646,470,1053,375,145,41.4
286,8600000US35950,ZCTA5 35950,20867,95.9,1954,1930,1689,1431,955,2999,2504,2401,1159,1027,1666,901,251,32.9
287,8600000US35951,ZCTA5 35951,12686,89.3,870,978,873,996,802,1541,1883,1777,623,742,917,507,177,35.9
288,8600000US35952,ZCTA5 35952,7879,109.3,366,538,534,615,400,719,1076,1048,536,631,850,414,152,41.8
289,8600000US35953,ZCTA5 35953,7519,113.2,321,340,589,593,275,579,1481,1087,523,429,805,365,132,42.1
290,8600000US35954,ZCTA5 35954,11834,96.8,574,1020,682,825,735,1217,1396,1582,669,745,1556,582,251,40.9
291,8600000US35956,ZCTA5 35956,8927,84.9,398,546,654,528,488,1037,839,1258,597,586,1219,458,319,44.7
292,8600000US35957,ZCTA5 35957,15967,96.5,1240,964,1323,1117,982,1947,2265,1620,1037,959,1586,701,226,36.7
293,8600000US35958,ZCTA5 35958,3523,111.0,174,174,201,278,207,289,490,596,252,215,427,190,30,42.8
294,8600000US35959,ZCTA5 35959,4523,91.0,148,326,243,147,346,432,437,570,476,437,645,236,80,49.2
295,8600000US35960,ZCTA5 35960,9714,91.0,391,553,524,597,365,832,845,1362,755,771,1446,958,315,49.8
296,8600000US35961,ZCTA5 35961,7082,100.5,312,511,560,526,312,861,881,890,468,450,841,334,136,39.1
297,8600000US35962,ZCTA5 35962,8730,94.3,478,494,861,616,523,1304,806,1423,550,498,746,350,81,36.0
298,8600000US35963,ZCTA5 35963,1201,81.4,7,30,112,52,18,158,202,143,143,90,82,119,45,47.5
299,8600000US35966,ZCTA5 35966,4182,99.2,231,175,143,262,348,300,366,618,451,389,749,126,24,49.4
300,8600000US35967,ZCTA5 35967,16274,96.5,1113,1344,1076,929,1073,1766,2500,1784,1271,790,1670,738,220,38.5
301,8600000US35968,ZCTA5 35968,5206,91.8,234,285,623,306,247,823,694,829,289,258,372,140,106,36.8
302,8600000US35971,ZCTA5 35971,5666,108.7,403,252,396,463,498,644,802,613,355,362,379,412,87,37.5
303,8600000US35972,ZCTA5 35972,1222,115.9,101,31,82,88,41,195,110,158,117,46,134,93,26,43.2
304,8600000US35973,ZCTA5 35973,2810,109.2,176,165,181,139,154,231,373,328,213,278,361,159,52,44.0
305,8600000US35974,ZCTA5 35974,1744,98.9,104,68,252,70,91,185,250,143,121,132,164,108,56,37.8
306,8600000US35975,ZCTA5 35975,629,82.8,32,23,63,0,51,54,21,128,51,17,127,32,30,53.0
307,8600000US35976,ZCTA5 35976,17549,96.6,1055,943,1035,1078,950,2162,1851,2237,1267,1240,2024,1173,534,43.7
308,8600000US35978,ZCTA5 35978,4901,113.8,226,349,326,259,130,663,659,688,303,346,527,370,55,42.2
309,8600000US35979,ZCTA5 35979,1352,114.9,19,156,82,109,62,125,215,192,99,109,89,83,12,41.1
310,8600000US35980,ZCTA5 35980,5440,102.5,464,337,410,419,485,436,565,775,305,396,627,173,48,38.5
311,8600000US35981,ZCTA5 35981,1802,112.5,7,100,126,173,115,187,151,357,160,101,166,125,34,46.3
312,8600000US35983,ZCTA5 35983,3683,106.7,145,179,242,224,228,597,533,435,190,140,521,218,31,40.6
313,8600000US35984,ZCTA5 35984,1492,91.8,16,60,27,31,14,88,132,203,188,160,343,191,39,59.8
314,8600000US35986,ZCTA5 35986,7968,91.3,563,644,370,582,498,1048,844,1227,551,574,647,320,100,39.1
315,8600000US35987,ZCTA5 35987,2458,81.1,106,123,159,199,200,320,256,359,109,230,256,131,10,37.8
316,8600000US35988,ZCTA5 35988,2311,109.7,245,157,169,171,114,308,351,202,148,113,209,116,8,34.9
317,8600000US35989,ZCTA5 35989,3831,115.3,320,306,297,219,246,437,450,530,197,212,335,236,46,36.8
318,8600000US35990,ZCTA5 35990,82,82.2,17,0,8,0,26,2,0,23,0,0,0,6,0,21.4
319,8600000US36003,ZCTA5 36003,1963,88.4,111,64,37,125,107,184,220,342,132,165,248,207,21,48.8
320,8600000US36005,ZCTA5 36005,1438,85.5,57,98,122,107,98,106,216,126,118,71,196,81,42,42.7
321,8600000US36006,ZCTA5 36006,1108,60.8,102,23,6,63,39,174,148,140,75,51,193,52,42,45.0
322,8600000US36009,ZCTA5 36009,2463,92.4,107,103,221,150,166,268,316,322,200,222,225,129,34,43.5
323,8600000US36010,ZCTA5 36010,4766,101.1,239,231,270,243,537,423,519,601,336,309,572,303,183,43.3
324,8600000US36013,ZCTA5 36013,615,94.0,34,36,22,56,18,59,39,101,113,85,39,0,13,51.8
325,8600000US36016,ZCTA5 36016,4951,169.1,177,224,188,161,310,950,860,737,246,308,526,214,50,40.8
326,8600000US36017,ZCTA5 36017,2897,201.8,99,112,140,144,167,456,558,472,202,134,267,104,42,40.4
327,8600000US36020,ZCTA5 36020,1039,72.6,58,96,45,85,32,106,145,164,96,44,74,68,26,42.6
328,8600000US36022,ZCTA5 36022,13003,105.1,775,712,916,1076,642,1907,1730,2318,908,522,892,429,176,38.2
329,8600000US36024,ZCTA5 36024,5124,90.9,153,209,316,376,263,374,656,644,582,595,673,235,48,48.5
330,8600000US36025,ZCTA5 36025,6231,242.2,170,136,200,172,593,1441,1262,960,360,261,447,160,69,38.2
331,8600000US36026,ZCTA5 36026,1091,103.2,43,7,23,93,79,189,22,50,51,130,247,99,58,58.7
332,8600000US36027,ZCTA5 36027,14970,89.6,932,1166,979,1016,788,1916,1376,1860,963,1036,1716,961,261,40.1
333,8600000US36028,ZCTA5 36028,1438,92.2,68,35,83,81,81,176,169,153,97,116,230,107,42,49.2
334,8600000US36029,ZCTA5 36029,1164,161.0,138,31,75,87,0,120,183,223,65,70,129,43,0,39.8
335,8600000US36030,ZCTA5 36030,605,87.9,5,50,22,52,41,98,28,11,45,59,168,13,13,51.6
336,8600000US36031,ZCTA5 36031,185,83.2,0,0,20,7,19,9,18,18,12,14,33,18,17,55.1
337,8600000US36032,ZCTA5 36032,2464,81.0,124,204,156,150,263,388,270,312,204,166,169,38,20,33.3
338,8600000US36033,ZCTA5 36033,4262,80.7,222,255,253,300,205,371,526,594,302,327,478,292,137,45.0
339,8600000US36034,ZCTA5 36034,1132,124.2,97,54,112,70,117,97,157,183,45,35,83,62,20,37.0
340,8600000US36035,ZCTA5 36035,1606,105.1,69,91,131,66,79,233,174,199,115,80,220,141,8,42.5
341,8600000US36036,ZCTA5 36036,1688,90.3,63,25,59,135,149,201,202,192,173,149,243,69,28,45.2
342,8600000US36037,ZCTA5 36037,12944,83.0,893,934,697,814,722,1647,1621,1460,873,839,1498,583,363,39.5
343,8600000US36038,ZCTA5 36038,44,100.0,0,0,0,0,0,18,0,5,14,0,7,0,0,54.8
344,8600000US36039,ZCTA5 36039,232,109.0,0,0,0,10,25,54,13,18,42,46,18,6,0,49.8
345,8600000US36040,ZCTA5 36040,3452,103.2,204,157,276,214,128,436,532,389,189,262,339,245,81,40.9
346,8600000US36041,ZCTA5 36041,1344,114.7,84,149,44,72,114,62,152,203,114,43,176,126,5,44.4
347,8600000US36042,ZCTA5 36042,1947,123.3,56,58,195,118,97,227,189,318,227,109,161,162,30,46.1
348,8600000US36043,ZCTA5 36043,3626,99.9,256,145,112,192,273,579,219,400,295,243,609,228,75,45.7
349,8600000US36046,ZCTA5 36046,1406,84.3,71,95,47,109,50,112,214,177,198,72,145,89,27,47.8
350,8600000US36047,ZCTA5 36047,1084,66.8,40,143,61,60,55,51,103,125,83,154,118,62,29,46.3
351,8600000US36048,ZCTA5 36048,1513,101.5,79,64,96,71,133,181,154,118,117,94,233,135,38,44.0
352,8600000US36049,ZCTA5 36049,5883,91.7,313,437,345,288,368,748,702,670,364,454,680,350,164,40.2
353,8600000US36051,ZCTA5 36051,2057,102.5,53,144,50,124,83,85,559,220,259,172,184,95,29,44.5
354,8600000US36052,ZCTA5 36052,393,110.2,10,29,11,0,0,18,27,57,44,46,112,28,11,60.0
355,8600000US36053,ZCTA5 36053,1732,100.2,242,80,101,50,76,298,132,247,172,116,160,37,21,37.4
356,8600000US36054,ZCTA5 36054,15899,83.6,1227,1205,1240,1045,1479,2247,2291,1814,968,749,984,502,148,32.6
357,8600000US36064,ZCTA5 36064,10149,97.4,813,713,770,782,405,910,1551,1787,594,629,769,274,152,38.9
358,8600000US36066,ZCTA5 36066,19732,98.1,1231,1325,1184,1307,1560,2953,2419,2590,1301,849,1640,944,429,35.7
359,8600000US36067,ZCTA5 36067,27601,93.1,1454,2210,1998,1872,1539,3455,3677,3635,2252,1525,2504,1205,275,38.2
360,8600000US36069,ZCTA5 36069,2028,77.7,85,36,68,189,133,234,116,319,153,120,418,149,8,50.7
361,8600000US36071,ZCTA5 36071,456,90.8,20,0,20,19,12,42,50,102,53,72,36,28,2,52.2
362,8600000US36075,ZCTA5 36075,2240,76.9,123,182,120,131,73,345,246,317,152,160,223,136,32,43.8
363,8600000US36078,ZCTA5 36078,12540,84.7,814,659,851,720,697,2028,1437,1769,815,764,1282,472,232,40.2
364,8600000US36079,ZCTA5 36079,9932,93.2,723,833,477,351,982,1698,1159,1134,441,571,907,471,185,34.2
365,8600000US36080,ZCTA5 36080,2412,103.4,47,185,80,169,32,286,237,418,261,268,194,179,56,49.0
366,8600000US36081,ZCTA5 36081,15754,90.0,783,812,750,1488,3644,1605,1368,1472,1007,866,1166,685,108,26.4
367,8600000US36082,ZCTA5 36082,1141,47.4,0,0,0,725,395,21,0,0,0,0,0,0,0,19.6
368,8600000US36083,ZCTA5 36083,7316,88.0,301,409,366,472,450,910,617,986,546,509,1090,464,196,46.2
369,8600000US36088,ZCTA5 36088,4646,75.3,205,146,147,963,1430,382,304,266,126,170,250,174,83,21.7
370,8600000US36089,ZCTA5 36089,7698,119.1,297,578,419,628,512,949,1064,989,442,612,748,322,138,39.8
371,8600000US36091,ZCTA5 36091,3590,106.8,145,262,235,58,162,461,544,549,183,186,512,250,43,44.3
372,8600000US36092,ZCTA5 36092,20170,82.1,936,1251,1367,1370,1194,2564,2478,2713,1469,1211,2153,1125,339,40.4
373,8600000US36093,ZCTA5 36093,11084,90.0,1036,790,736,809,543,1142,1420,1574,657,722,1068,486,101,39.0
374,8600000US36104,ZCTA5 36104,8465,119.1,547,400,402,1067,843,1320,777,982,459,484,737,273,174,32.4
375,8600000US36105,ZCTA5 36105,9391,85.8,494,520,660,530,468,1003,849,1270,669,811,1109,806,202,46.8
376,8600000US36106,ZCTA5 36106,14951,81.8,930,857,862,960,1300,2363,1383,2110,808,873,1602,644,259,36.2
377,8600000US36107,ZCTA5 36107,7669,91.6,720,512,484,495,708,1182,880,675,523,411,519,382,178,32.1
378,8600000US36108,ZCTA5 36108,17680,77.8,1261,809,1027,987,1003,2516,1647,2097,1395,1461,1770,1247,460,43.1
379,8600000US36109,ZCTA5 36109,25377,93.1,1464,1554,1346,1765,1897,3339,3024,2563,1684,1830,2601,1730,580,39.3
380,8600000US36110,ZCTA5 36110,11693,92.4,832,761,819,771,680,1480,1699,1416,779,929,863,477,187,37.8
381,8600000US36111,ZCTA5 36111,12610,86.5,757,831,1011,862,906,1786,1476,1460,878,851,1079,519,194,36.3
382,8600000US36112,ZCTA5 36112,309,808.8,0,0,0,22,140,147,0,0,0,0,0,0,0,24.7
383,8600000US36113,ZCTA5 36113,1764,313.1,120,120,78,56,131,284,538,268,85,40,18,26,0,36.1
384,8600000US36115,ZCTA5 36115,1058,150.1,148,106,99,69,151,207,173,89,11,5,0,0,0,23.6
385,8600000US36116,ZCTA5 36116,43882,87.1,3051,3536,2889,3145,3388,6988,6191,5073,3233,2094,2642,1262,390,33.4
386,8600000US36117,ZCTA5 36117,54640,85.3,3885,4037,3644,3046,4074,8709,7509,6977,2912,2642,4435,2106,664,34.9
387,8600000US36201,ZCTA5 36201,17482,87.2,1052,934,1049,962,809,2597,1738,2355,1400,1436,1960,868,322,42.5
388,8600000US36203,ZCTA5 36203,18453,94.2,1030,1428,1201,1224,1190,2572,2709,2237,1272,975,1429,904,282,37.0
389,8600000US36205,ZCTA5 36205,1027,110.0,65,31,60,36,138,233,59,212,9,48,103,13,20,31.6
390,8600000US36206,ZCTA5 36206,11648,99.7,546,765,1016,689,682,1429,1402,1814,647,722,1266,565,105,40.9
391,8600000US36207,ZCTA5 36207,19614,90.4,1227,1223,1195,985,1343,2465,2437,2231,1105,1358,2344,1235,466,39.9
392,8600000US36250,ZCTA5 36250,4768,84.7,452,232,237,218,124,747,672,677,436,345,360,260,8,40.2
393,8600000US36251,ZCTA5 36251,4400,90.6,234,177,148,243,371,471,431,647,421,308,483,351,115,46.2
394,8600000US36255,ZCTA5 36255,944,81.5,13,23,135,61,65,155,142,42,50,80,83,68,27,35.6
395,8600000US36256,ZCTA5 36256,1621,92.1,59,147,100,84,105,130,181,223,161,101,160,154,16,46.1
396,8600000US36258,ZCTA5 36258,1385,83.4,47,51,57,28,91,89,110,369,118,119,196,84,26,51.7
397,8600000US36260,ZCTA5 36260,4259,97.7,243,198,276,324,216,317,636,593,244,404,449,226,133,43.4
398,8600000US36262,ZCTA5 36262,1326,127.8,135,104,72,63,66,160,97,212,137,65,111,65,39,43.3
399,8600000US36263,ZCTA5 36263,420,77.2,0,0,26,7,29,32,64,38,52,96,44,9,23,55.3
400,8600000US36264,ZCTA5 36264,8305,92.5,396,694,414,533,410,825,1137,1124,588,416,1020,475,273,43.5
401,8600000US36265,ZCTA5 36265,20238,97.3,1072,983,1000,2246,2323,2908,2304,2056,1335,964,1935,847,265,32.5
402,8600000US36266,ZCTA5 36266,6106,94.3,360,390,568,537,232,616,847,826,419,299,586,293,133,37.5
403,8600000US36267,ZCTA5 36267,7,,0,0,0,0,0,0,0,0,7,0,0,0,0,
404,8600000US36268,ZCTA5 36268,5514,81.9,458,435,234,308,428,530,746,555,344,549,503,360,64,40.3
405,8600000US36269,ZCTA5 36269,1685,89.1,175,149,189,104,37,281,210,170,41,87,190,52,0,32.6
406,8600000US36271,ZCTA5 36271,5771,102.2,281,309,262,348,324,690,600,807,632,541,675,233,69,47.2
407,8600000US36272,ZCTA5 36272,13097,92.7,662,627,856,958,499,1112,1631,2196,1200,971,1239,848,298,46.3
408,8600000US36273,ZCTA5 36273,3125,100.4,132,184,168,173,184,451,279,486,235,328,264,128,113,44.0
409,8600000US36274,ZCTA5 36274,11067,89.0,599,696,597,631,742,1238,1325,1358,719,948,1275,736,203,42.7
410,8600000US36276,ZCTA5 36276,2573,103.2,198,112,115,357,187,265,278,322,114,184,283,155,3,36.7
411,8600000US36277,ZCTA5 36277,5771,89.2,376,347,504,365,287,728,801,528,372,439,683,196,145,38.1
412,8600000US36278,ZCTA5 36278,4557,114.2,320,294,262,282,220,388,437,573,178,520,769,268,46,46.6
413,8600000US36279,ZCTA5 36279,2452,95.7,105,40,169,175,74,145,328,366,197,364,303,164,22,49.2
414,8600000US36280,ZCTA5 36280,4332,93.0,287,295,309,235,116,601,357,725,208,284,514,340,61,44.5
415,8600000US36301,ZCTA5 36301,37608,91.0,2510,2311,2687,2378,2221,5250,4791,4562,2671,2262,3282,2001,682,38.1
416,8600000US36303,ZCTA5 36303,30986,92.2,1941,2288,1949,1910,1810,4198,3731,3801,2105,1715,3396,1499,643,38.8
417,8600000US36305,ZCTA5 36305,15954,89.5,989,955,1308,866,813,2028,2003,1997,1244,1030,1610,727,384,40.4
418,8600000US36310,ZCTA5 36310,6275,94.5,254,243,340,323,494,563,626,724,436,493,1065,537,177,50.3
419,8600000US36311,ZCTA5 36311,2426,107.9,81,132,121,123,287,185,161,420,258,118,249,232,59,48.2
420,8600000US36312,ZCTA5 36312,6285,89.1,390,370,360,409,448,785,648,874,505,354,715,320,107,41.0
421,8600000US36313,ZCTA5 36313,244,159.6,28,0,49,0,0,21,77,0,23,12,34,0,0,37.6
422,8600000US36314,ZCTA5 36314,398,73.8,25,6,7,4,6,16,12,95,34,23,49,119,2,59.5
423,8600000US36316,ZCTA5 36316,2118,94.8,121,133,55,117,65,269,265,379,176,152,224,142,20,46.7
424,8600000US36317,ZCTA5 36317,486,70.5,19,12,0,2,11,42,54,62,38,40,108,77,21,60.3
425,8600000US36318,ZCTA5 36318,1481,116.5,48,161,119,187,34,82,240,146,72,97,160,99,36,35.7
426,8600000US36319,ZCTA5 36319,2200,92.5,91,141,124,176,38,248,221,298,145,182,337,167,32,46.9
427,8600000US36320,ZCTA5 36320,3660,90.6,188,211,237,143,215,506,450,518,373,232,330,207,50,43.7
428,8600000US36321,ZCTA5 36321,1816,98.5,116,163,142,120,73,305,217,214,60,112,208,78,8,33.9
429,8600000US36322,ZCTA5 36322,8921,91.6,532,552,619,556,557,1128,1291,1276,791,512,681,328,98,37.1
430,8600000US36323,ZCTA5 36323,7862,104.3,438,307,346,390,624,926,650,1264,665,588,937,503,224,46.6
431,8600000US36330,ZCTA5 36330,37144,96.1,2415,2555,2884,2444,1943,5092,5425,4866,2323,1908,3092,1709,488,37.6
432,8600000US36340,ZCTA5 36340,5718,78.1,227,687,267,174,368,874,357,790,443,437,603,346,145,41.0
433,8600000US36343,ZCTA5 36343,1241,87.2,32,50,52,77,91,92,131,199,117,139,159,101,1,50.6
434,8600000US36344,ZCTA5 36344,5719,111.5,376,200,389,384,270,640,956,749,365,329,499,390,172,41.1
435,8600000US36345,ZCTA5 36345,8785,101.4,542,541,731,657,185,766,1453,1162,642,558,995,372,181,41.0
436,8600000US36346,ZCTA5 36346,1432,84.1,97,124,83,88,84,194,136,170,89,76,150,116,25,39.6
437,8600000US36350,ZCTA5 36350,6428,94.8,463,406,449,395,447,853,804,796,555,311,639,262,48,37.2
438,8600000US36351,ZCTA5 36351,3482,112.6,167,166,228,222,137,283,442,616,227,269,430,234,61,47.0
439,8600000US36352,ZCTA5 36352,5433,103.4,225,222,376,449,305,652,693,969,422,302,404,372,42,42.8
440,8600000US36353,ZCTA5 36353,1683,94.1,71,50,117,113,198,120,99,306,134,140,186,106,43,48.7
441,8600000US36360,ZCTA5 36360,19064,87.1,959,1380,920,1216,855,2253,2090,2244,1472,1403,2361,1426,485,43.9
442,8600000US36362,ZCTA5 36362,5311,149.1,859,359,382,283,1022,1725,464,208,9,0,0,0,0,24.3
443,8600000US36370,ZCTA5 36370,881,88.7,66,38,35,34,4,111,84,117,77,49,177,65,24,51.5
444,8600000US36371,ZCTA5 36371,767,99.7,71,54,23,45,24,39,123,50,69,90,114,51,14,45.6
445,8600000US36373,ZCTA5 36373,435,85.1,3,4,0,55,70,21,50,6,73,15,96,32,10,55.9
446,8600000US36374,ZCTA5 36374,787,129.4,44,11,26,39,39,87,81,137,122,36,117,35,13,50.1
447,8600000US36375,ZCTA5 36375,6976,94.2,381,351,368,570,435,675,723,1100,528,457,942,370,76,44.8
448,8600000US36376,ZCTA5 36376,2179,94.6,106,124,129,129,106,248,237,345,122,166,252,160,55,45.3
449,8600000US36401,ZCTA5 36401,7730,99.3,358,548,410,577,334,972,781,985,538,604,1092,373,158,43.0
450,8600000US36420,ZCTA5 36420,10369,94.5,618,677,517,567,498,1174,997,1488,732,995,1029,757,320,46.5
451,8600000US36421,ZCTA5 36421,9966,92.4,712,685,658,669,549,1400,1191,1170,665,612,1003,523,129,37.0
452,8600000US36425,ZCTA5 36425,1045,92.1,9,53,56,133,63,123,69,97,89,136,133,49,35,46.9
453,8600000US36426,ZCTA5 36426,15262,92.7,761,994,1031,862,730,1743,1826,2080,1163,1242,1753,763,314,43.4
454,8600000US36432,ZCTA5 36432,2150,74.5,74,148,91,190,124,128,312,229,125,151,293,206,79,45.3
455,8600000US36435,ZCTA5 36435,370,128.4,25,16,41,4,6,71,26,47,15,33,70,8,8,42.4
456,8600000US36436,ZCTA5 36436,359,118.9,0,9,16,29,60,39,33,31,28,59,29,26,0,44.4
